Address	Status-Code	Status-Text	Type	Size	Title	Date	Level	Links Out	Links In	Server	Error	Duration	Charset	Description	Keywords
https://www.philadelphiafed.org/consumer-finance/mortgage-markets	200	ok	text/html	44593	Mortgage Markets		1	79	1330			00:05.477	utf-8		
https://www.philadelphiafed.org/community-development	200	ok	text/html	43050	Community Development		1	94	1330			00:05.415	utf-8		
https://www.philadelphiafed.org/community-development/inclusive-growth	200	ok	text/html	45308	Inclusive Growth		1	77	1330			00:05.915	utf-8		
https://www.philadelphiafed.org/community-development/credit-and-capital	200	ok	text/html	45679	Credit & Capital		1	86	1330			00:06.305	utf-8		
https://www.philadelphiafed.org/community-development/housing-and-neighborhoods	200	ok	text/html	47727	Housing & Neighborhoods		1	83	1330			00:04.424	utf-8		
https://www.philadelphiafed.org/community-development/workforce-and-economic-development	200	ok	text/html	45823	Workforce & Economic Development		1	83	1330			00:04.661	utf-8		
https://www.philadelphiafed.org/surveys-and-data	200	ok	text/html	39823	Surveys & Data		1	113	1330			00:04.287	utf-8		
https://www.philadelphiafed.org/surveys-and-data/real-time-data-research	200	ok	text/html	28156	Real-Time Data Research		1	74	1330			00:06.059	utf-8		
https://www.philadelphiafed.org/surveys-and-data/regional-economic-analysis	200	ok	text/html	28487	Regional Economic Analysis		1	71	1330			00:04.318	utf-8		
https://www.philadelphiafed.org/surveys-and-data/community-development-data	200	ok	text/html	25115	Community Development Data		1	62	1330			00:06.196	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/images/content/consumer-finance/consumer-finance/covid-graph/homepage-covid-graph-lg.jpg?h=808&w=1366&hash=8CCDDE7151EEFBC71C14C13B23FA48AF	200	ok	image/jpeg	632835	A COVID-19 germ and a line graph.	28.06.2023  14:15:24	1		1	Microsoft-IIS/10.0		00:06.457	utf-8		
https://www.philadelphiafed.org/surveys-and-data/consumer-finance-data	200	ok	text/html	19473	Consumer Finance Data		1	52	7			00:04.145	utf-8		
https://www.philadelphiafed.org/surveys-and-data/consumer-finance-data/cfi-covid-19-survey-of-consumers-data	200	ok	text/html	43756	CFI COVID-19 Survey of Consumers		1	70	7			00:06.555	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/images/content/community-development/housing-and-neighborhoods/manufactured-housing-communities/contentfeature-manufactured-housing-communities.jpg	200	ok	image/jpeg	492102	A view of a manufactured housing community from above.	20.06.2023  14:57:05	1		1			00:03.802	utf-8		
https://www.philadelphiafed.org/community-development/housing-and-neighborhoods/manufactured-housing-communities-in-pennsylvania-the-basics	200	ok	text/html	25758	Manufactured Housing Communities in Pennsylvania: The Basics		1	58	6			00:04.100	utf-8		
https://www.philadelphiafed.org/our-people/eileen-divringi	200	ok	text/html	29827	Eileen Divringi		1	67	28			00:06.594	utf-8	Eileen Divringi, community development research associate, specializes in access to affordable housing, household financial wellbeing and college affordability at the Federal Reserve Bank of Philadelphia.	Housing Household financial stability Student debt
https://www.philadelphiafed.org/consumer-finance/mortgage-markets/more-than-a-number-a-look-at-the-impact-of-age-in-mortgage-access	200	ok	text/html	42152	More Than a Number: A Look at the Impact of Age in Mortgage Access		1	70	2			00:06.320	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/images/pages/lone-eagle-card.png	200	ok	image/png	4568		09.11.2020  19:06:31	1		3			00:05.995	utf-8		
https://www.philadelphiafed.org/the-economy/covid19	200	ok	text/html	46462	COVID-19 & the Philadelphia Fed		1	90	7			00:06.071	utf-8		
https://www.philadelphiafed.org/surveys-and-data/regional-economic-analysis/state-coincident-indexes	200	ok	text/html	40583	State Coincident Indexes		1	74	15			00:03.920	utf-8		
https://www.philadelphiafed.org/the-economy/banking-and-financial-markets/let-us-put-our-moneys-together-minority-owned-banks-and-resilience-to-crises	200	ok	text/html	33044	&ldquo;Let Us Put Our Moneys Together&rdquo;: Minority-Owned Banks and Resilience to Crises		1	65	5			00:03.160	utf-8		minority-owned banks, minority employment, community banking, crises, economic resilience, small business credit, household credit, shared-minority identity
https://www.philadelphiafed.org/our-people/raluca-a-roman	200	ok	text/html	29597	Raluca A. Roman		1	66	13			00:05.942	utf-8		
https://www.philadelphiafed.org/the-economy/regional-economics/micro-and-macroeconomic-impacts-of-a-place-based-industrial-policy	200	ok	text/html	32132	Micro- and Macroeconomic Impacts of a Place-Based Industrial Policy		1	66	5			00:05.325	utf-8		place-based policies, investment, inequality
https://www.philadelphiafed.org/our-people/enghin-atalay	200	ok	text/html	29550	Enghin Atalay		1	68	14			00:04.923	utf-8		
https://www.philadelphiafed.org/calendar-of-events/the-fifth-biennial-conference-on-auto-lending	200	ok	text/html	22177	The Fifth Biennial Conference on Auto Lending		1	59	17			00:04.742	utf-8		
https://www.philadelphiafed.org/surveys-and-data/regional-economic-analysis/msa-employment	200	ok	text/html	29357	May 2023 MSA Employment Growth		1	69	9			00:06.868	utf-8		
https://www.philadelphiafed.org/surveys-and-data/regional-economic-analysis/msa-unemployment	200	ok	text/html	29376	May 2023 MSA Unemployment Rates		1	69	8			00:04.895	utf-8		
https://www.philadelphiafed.org/surveys-and-data/regional-economic-analysis/state-housing-permits	200	ok	text/html	29509	State Housing Permits		1	69	8			00:04.949	utf-8	Total Housing Permits	Total Housing Permits
https://www.philadelphiafed.org/the-economy/monetary-policy/monetary-policy-report-using-rules-for-benchmarking-june-2023	200	ok	text/html	31939	Monetary Policy Report: Using Rules for Benchmarking, June 2023		1	71	5			00:04.173	utf-8		
https://www.philadelphiafed.org/our-people/keith-sill	200	ok	text/html	29589	Keith Sill		1	72	28			00:04.104	utf-8	Keith Sill, senior vice president of Research and director of the Real-Time Data Research Center, specializes in monetary policy and macroeconomics at the Federal Reserve Bank of Philadelphia.	Monetary Policy Macroeconomic Data Surveys & Indexes
https://www.philadelphiafed.org/our-people/jonas-arias	200	ok	text/html	27968	Jonas Arias		1	66	14			00:05.337	utf-8	Jonas Arias, senior economist, specializes in macroeconomics and econometrics at the Federal Reserve Bank of Philadelphia.	Macroeconomic Data Monetary Policy  
https://www.philadelphiafed.org/our-people/thorsten-drautzburg	200	ok	text/html	30017	Thorsten Drautzburg		1	71	21			00:05.946	utf-8		
https://www.philadelphiafed.org/surveys-and-data/real-time-data-research/atsix	200	ok	text/html	32107	Aruoba Term Structure of Inflation Expectations (ATSIX)		1	76	44			00:06.414	utf-8	The Aruoba Term Structure of Inflation Expectations (ATSIX) is a smooth, continuous curve of inflation expectations three to 120 months ahead, analogous to a yield curve.	Economic Data Real-Time Data Aruoba Term Structure Inflation Inflation Expectations Inflation Forecasts
https://www.philadelphiafed.org/surveys-and-data/real-time-data-research/ads	200	ok	text/html	597149	Aruoba-Diebold-Scotti Business Conditions Index		1	83	46			00:11.254	utf-8		ADS ADS Index Business Conditions
https://www.philadelphiafed.org/surveys-and-data/institutions-in-the-third-district	200	ok	text/html	33376	Institutions in the Third District		1	50	6			00:04.935	utf-8		
https://www.philadelphiafed.org/surveys-and-data/real-time-data-research/prism-ii	200	ok	text/html	31650	Philadelphia Research Intertemporal Stochastic Model (PRISM)		1	67	24			00:04.464	utf-8	PRISM is a dynamic stochastic general equilibrium (DSGE) model that is estimated using Bayesian methods.	Economic Data, Real-Time Data, Intertemporal Stochastic Model
https://www.philadelphiafed.org/surveys-and-data/regional-economic-analysis/nbos-2023-06	200	ok	text/html	38512	June 2023 Nonmanufacturing Business Outlook Survey		1	66	4			00:05.964	utf-8		
https://www.philadelphiafed.org/the-economy/banking-and-financial-markets/banking-brief	200	ok	text/html	49516	Banking Brief		1	194	3			00:02.834	utf-8		
https://www.philadelphiafed.org/surveys-and-data/regional-economic-analysis/state-employment	200	ok	text/html	29408	State Employment Growth		1	69	13			00:04.682	utf-8		State Employment Growth
https://www.philadelphiafed.org/search-results/all-work	200	ok	text/html	26800	All Work		1	48	1			00:05.777	utf-8		
tel:(215) 574-6000	-3	skip type			(215) 574-6000		1		1331			00:00.000	utf-8		
https://www.facebook.com/pg/philadelphiafed	404	not found			                         Facebook                         		1		1331			00:00.128	utf-8		
https://twitter.com/philadelphiafed	200	ok	text/plain	63	                         Twitter                         		1		1331	tsa_b		00:00.078	utf-8		
https://www.youtube.com/user/PhillyFed	200	ok	text/html	624416	                         Youtube                         		1		1331	ESF		00:00.251	utf-8		
https://www.linkedin.com/company/philadelphiafed/	999	error 999			                         LinkedIn                         		1		1331			00:00.438	utf-8		
https://www.instagram.com/philadelphiafed/	200	ok	text/html		                         Instagram                         		1		1331			00:00.300	utf-8		
https://www.philadelphiafed.org/about-us/privacy-notice	200	ok	text/html	45874	Privacy Notice		1	60	1330			00:05.250	utf-8		
https://www.philadelphiafed.org/about-us/newsroom	200	ok	text/html	32274	Newsroom		1	76	1330			00:04.038	utf-8		
https://www.philadelphiafed.org/about-us/subscriptions	200	ok	text/html	17333	Subscriptions		1	48	1330			00:06.581	utf-8		
https://www.philadelphiafed.org/contact-us	200	ok	text/html	29122	Contact Us		1	53	1330			00:04.478	utf-8		
https://www.philadelphiafed.org/pages/home/page.js	200	ok	application/x-javascript	64428		31.05.2023  20:48:42	1		1			00:06.534	utf-8		
https://www.philadelphiafed.org/assets/fonts/Graphik-Bold.ttf	200	ok	application/octet-stream	105160		02.06.2020  04:05:22	2		21			00:02.805			
https://www.philadelphiafed.org/assets/fonts/Graphik-Bold.otf	200	ok	font/otf	133776		02.06.2020  04:05:22	2		21			00:05.814			
https://www.philadelphiafed.org/assets/fonts/Graphik-Light.otf	200	ok	font/otf	134752		28.03.2022  20:44:38	2		21			00:04.284			
https://www.philadelphiafed.org/assets/fonts/Graphik-Medium.ttf	200	ok	application/octet-stream	95428		02.06.2020  04:05:22	2		21			00:04.479			
https://www.philadelphiafed.org/assets/fonts/Graphik-Medium.otf	200	ok	font/otf	132168		02.06.2020  04:05:22	2		21			00:03.854			
https://www.philadelphiafed.org/assets/fonts/Graphik-Regular.ttf	200	ok	application/octet-stream	90912		02.06.2020  04:05:22	2		21			00:04.178			
https://www.philadelphiafed.org/assets/fonts/Graphik-Regular.otf	200	ok	font/otf	125772		02.06.2020  04:05:22	2		21			00:04.409			
https://www.philadelphiafed.org/assets/fonts/Graphik-RegularItalic.otf	200	ok	font/otf	129136		02.06.2020  04:05:22	2		21			00:05.200			
https://www.philadelphiafed.org/assets/fonts/Graphik-Semibold-Web.ttf	200	ok	application/octet-stream	95944		02.06.2020  04:05:22	2		21			00:02.838			
https://www.philadelphiafed.org/assets/fonts/Graphik-Semibold.otf	200	ok	font/otf	132784		02.06.2020  04:05:22	2		21			00:03.295			
https://www.philadelphiafed.org/assets/fonts/TiemposHeadline-Bold.ttf	200	ok	application/octet-stream	182292		02.06.2020  04:05:22	2		21			00:06.186			
https://www.philadelphiafed.org/assets/fonts/TiemposHeadline-Medium.ttf	200	ok	application/octet-stream	184776		02.06.2020  04:05:22	2		21			00:04.825			
https://www.philadelphiafed.org/assets/fonts/TiemposHeadline-Medium.otf	200	ok	font/otf	59480		02.06.2020  04:05:22	2		21			00:03.280			
https://www.philadelphiafed.org/assets/fonts/TiemposHeadline-Regular.otf	200	ok	font/otf	125424		28.03.2022  20:44:38	2		21			00:04.010			
https://www.philadelphiafed.org/assets/fonts/TiemposText-Bold.otf	200	ok	font/otf	139176		28.03.2022  20:44:38	2		21			00:04.844			
https://www.philadelphiafed.org/assets/fonts/TiemposText-Regular.otf	200	ok	font/otf	92836		02.06.2020  04:05:22	2		21			00:02.482			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/about.svg	200	ok	image/svg+xml	521		28.03.2022  20:44:38	2		21			00:03.778			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/annual-report.svg	200	ok	image/svg+xml	589		02.06.2020  04:05:22	2		21			00:04.515			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/article.svg	200	ok	image/svg+xml	687		02.06.2020  04:05:22	2		21			00:04.924			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/audio.svg	200	ok	image/svg+xml	413		02.06.2020  04:05:22	2		21			00:04.638			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/brief.svg	200	ok	image/svg+xml	383		28.03.2022  20:44:38	2		21			00:06.564			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/chart.svg	200	ok	image/svg+xml	370		02.06.2020  04:05:22	2		21			00:04.468			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/circular-letter.svg	200	ok	image/svg+xml	828		02.06.2020  04:05:22	2		21			00:04.922			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/conference-summary.svg	200	ok	image/svg+xml	801		28.03.2022  20:44:38	2		21			00:04.756			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/data.svg	200	ok	image/svg+xml	384		02.06.2020  04:05:22	2		21			00:03.494			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/discussion-paper.svg	200	ok	image/svg+xml	1241		28.03.2022  20:44:38	2		21			00:05.996			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/event.svg	200	ok	image/svg+xml	390		02.06.2020  04:05:22	2		21			00:04.839			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/experts.svg	200	ok	image/svg+xml	346		02.06.2020  04:05:22	2		21			00:02.732			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/index.svg	200	ok	image/svg+xml	398		02.06.2020  04:05:22	2		21			00:03.569			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/news-grey.svg	200	ok	image/svg+xml	447		28.03.2022  20:44:38	2		21			00:02.402			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/lesson-plan.svg	200	ok	image/svg+xml	357		02.06.2020  04:05:22	2		21			00:04.126			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/news.svg	200	ok	image/svg+xml	446		02.06.2020  04:05:22	2		21			00:05.154			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/page.svg	200	ok	image/svg+xml	185		28.03.2022  20:44:38	2		21			00:02.544			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/perspective.svg	200	ok	image/svg+xml	669		28.03.2022  20:44:38	2		21			00:06.283			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/podcast.svg	200	ok	image/svg+xml	914		02.06.2020  04:05:22	2		21			00:04.282			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/press-release.svg	200	ok	image/svg+xml	409		02.06.2020  04:05:22	2		21			00:04.276			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/report.svg	200	ok	image/svg+xml	370		02.06.2020  04:05:22	2		21			00:04.686			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/speech.svg	200	ok	image/svg+xml	444		02.06.2020  04:05:22	2		21			00:05.386			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/statement.svg	200	ok	image/svg+xml	542		28.03.2022  20:44:38	2		21			00:05.636			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/survey.svg	200	ok	image/svg+xml	488		02.06.2020  04:05:22	2		21			00:05.032			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/topic.svg	200	ok	image/svg+xml	1329		28.03.2022  20:44:38	2		21			00:02.615			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/video.svg	200	ok	image/svg+xml	578		28.03.2022  20:44:38	2		21			00:02.673			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/webinar.svg	200	ok	image/svg+xml	358		02.06.2020  04:05:22	2		21			00:05.128			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/working-paper.svg	200	ok	image/svg+xml	843		28.03.2022  20:44:38	2		21			00:04.460			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/pdf-darkest-blue.svg	200	ok	image/svg+xml	673		02.06.2020  04:05:22	2		21			00:04.036			
https://www.philadelphiafed.org/assets/images/svg/icon-social/facebook.svg	200	ok	image/svg+xml	529		02.06.2020  04:05:22	2		21			00:03.668			
https://www.philadelphiafed.org/assets/images/svg/icon-social/twitter.svg	200	ok	image/svg+xml	709		02.06.2020  04:05:22	2		21			00:04.463			
https://www.philadelphiafed.org/assets/images/svg/icon-social/linkedin.svg	200	ok	image/svg+xml	412		02.06.2020  04:05:22	2		21			00:04.877			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/mail-white.svg	200	ok	image/svg+xml	404		02.06.2020  04:05:22	2		21			00:05.088			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/download-white.svg	200	ok	image/svg+xml	361		02.06.2020  04:05:22	2		21			00:04.540			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/pdf-white.svg	200	ok	image/svg+xml	671		02.06.2020  04:05:22	2		21			00:03.610			
https://www.philadelphiafed.org/assets/images/svg/icon-social/youtube.svg	200	ok	image/svg+xml	681		02.06.2020  04:05:22	2		21			00:04.878			
https://www.philadelphiafed.org/assets/images/svg/icon-social/instagram.svg	200	ok	image/svg+xml	596		28.03.2022  20:44:38	2		21			00:04.625			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/map-pin-white.svg	200	ok	image/svg+xml	517		02.06.2020  04:05:22	2		21			00:04.050			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/phone-white.svg	200	ok	image/svg+xml	668		02.06.2020  04:05:22	2		21			00:06.184			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/submit-paper-white.svg	200	ok	image/svg+xml	698		28.03.2022  20:44:38	2		21			00:01.411			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/phone.svg	200	ok	image/svg+xml	657		02.06.2020  04:05:22	2		21			00:04.905			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/mail.svg	200	ok	image/svg+xml	390		02.06.2020  04:05:22	2		21			00:02.571			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/info-circle.svg	200	ok	image/svg+xml	499		05.08.2022  06:45:20	2		21			00:06.234			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/cv.svg	200	ok	image/svg+xml	544		02.06.2020  04:05:22	2		21			00:04.158			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/media-kit.svg	200	ok	image/svg+xml	635		02.06.2020  04:05:22	2		21			00:03.959			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/external-link-dark-blue.svg	200	ok	image/svg+xml	700		02.06.2020  04:05:22	2		21			00:03.716			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/word.svg	200	ok	image/svg+xml	951		28.03.2022  20:44:38	2		21			00:03.021			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/xlsx.svg	200	ok	image/svg+xml	951		28.03.2022  20:44:38	2		21			00:04.220			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/csv.svg	200	ok	image/svg+xml	952		28.03.2022  20:44:38	2		21			00:04.712			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/txt.svg	200	ok	image/svg+xml	950		28.03.2022  20:44:38	2		21			00:05.933			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/arrow-down-link.svg	200	ok	image/svg+xml	323		02.06.2020  04:05:22	2		1			00:02.845			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/arrow-down-link-over.svg	200	ok	image/svg+xml	323		02.06.2020  04:05:22	2		10			00:03.963			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/event-white.svg	200	ok	image/svg+xml	382		02.06.2020  04:05:22	2		8			00:04.426			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/icon-star.svg	200	ok	image/svg+xml	238		25.05.2023  05:38:06	2		2			00:04.876			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/icon-mouse.svg	200	ok	image/svg+xml	237		25.05.2023  05:38:06	2		2			00:02.760			
https://www.philadelphiafed.org/assets/images/svg/logo/mobile-text-white.svg	200	ok	image/svg+xml	1421		28.03.2022  20:44:38	2		21			00:02.855			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/menu-white.svg	200	ok	image/svg+xml	299		02.06.2020  04:05:22	2		21			00:03.738			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/x-white.svg	200	ok	image/svg+xml	314		02.06.2020  04:05:22	2		21			00:02.420			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/magnify-glass-white.svg	200	ok	image/svg+xml	341		02.06.2020  04:05:22	2		21			00:04.832			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/plus-white.svg	200	ok	image/svg+xml	329		02.06.2020  04:05:22	2		21			00:04.810			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/minus-white.svg	200	ok	image/svg+xml	285		02.06.2020  04:05:22	2		21			00:04.491			
https://www.philadelphiafed.org/assets/images/svg/icon-content-type/data-orange.svg	200	ok	image/svg+xml	379		11.07.2022  02:48:00	2		21			00:05.326			
https://www.philadelphiafed.org/assets/images/svg/logo/text-white.svg	200	ok	image/svg+xml	2091		28.03.2022  20:44:38	2		21			00:04.401			
https://www.philadelphiafed.org/assets/images/svg/logo/text.svg	200	ok	image/svg+xml	2335		28.03.2022  20:44:38	2		21			00:02.807			
https://www.philadelphiafed.org/assets/images/svg/icon-utility/magnify-glass.svg	200	ok	image/svg+xml	350		02.06.2020  04:05:22	2		21			00:04.516			
https://www.philadelphiafed.org/pages/ilp/page.css	200	ok	text/css	97999		03.02.2023  15:44:50	2	88	22			00:04.350			
https://www.philadelphiafed.org/our-people/executive-leadership	200	ok	text/html	27145	Executive Leadership		2	83	4			00:02.491	utf-8		
https://www.philadelphiafed.org/our-people/advisory-councils	200	ok	text/html	20688	Advisory Councils		2	57	7			00:02.744	utf-8		
https://www.philadelphiafed.org/our-people/board-of-directors	200	ok	text/html	23418	Board of Directors		2	69	6			00:02.690	utf-8		
https://www.philadelphiafed.org/our-people/all-experts	200	ok	text/html	31364	Our Experts		2	51	4			00:02.850	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/images/people/experts/fujita_shigeru_19_08.jpg	200	ok	image/jpeg	58032	Shigeru Fujita	06.09.2019  15:12:56	2		10			00:05.073	utf-8		
https://www.philadelphiafed.org/our-people/shigeru-fujita	200	ok	text/html	29332	Shigeru Fujita		2	67	28			00:04.836	utf-8	Shigeru Fujita, economic advisor and economist, specializes in macroeconomics, labor economics, and applied time series econometrics at the Federal Reserve Bank of Philadelphia.	Labor Economics
https://www.philadelphiafed.org/search-results?pageStart=1&pageSize=12&searchQuery=Macroeconomics	200	ok	text/html	35297	Search Results		2	46	19			00:03.131	utf-8		
https://www.philadelphiafed.org/search-results?pageStart=1&pageSize=12&searchQuery=The%20Economy	200	ok	text/html	36175	Search Results		2	46	1			00:03.587	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/images/people/executive-leadership/hayes_deborah_19_08.jpg	200	ok	image/jpeg	98560	Deborah L. Hayes	06.09.2019  15:26:59	2		3			00:05.980	utf-8		
https://www.philadelphiafed.org/our-people/hayes-deborah-l	200	ok	text/html	20910	Deborah L. Hayes		2	49	6			00:02.749	utf-8		
https://www.philadelphiafed.org/-/media/frbp/assets/images/people/executive-leadership/sill_keith_19_08.jpg	200	ok	image/jpeg	79807	Keith Sill	06.09.2019  15:22:38	2		6			00:02.344	utf-8		
https://www.philadelphiafed.org/search-results?pageStart=1&pageSize=12&searchQuery=Monetary%20Policy	200	ok	text/html	37152	Search Results		2	46	1			00:06.632	utf-8		
https://www.philadelphiafed.org/search-results?pageStart=1&pageSize=12&searchQuery=Real%20Time%20Data%20Research	200	ok	text/html	32432	Search Results		2	46	1			00:07.025	utf-8		
https://www.philadelphiafed.org/search-results?searchtype=our-people	200	ok	text/html	35567	Search Results		2	46	1			00:03.714	utf-8		
https://www.philadelphiafed.org/search-results?searchtype=the%20economy	200	ok	text/html	33700	Search Results		2	46	1			00:02.971	utf-8		
https://www.philadelphiafed.org/search-results?searchtype=consumer%20finance	200	ok	text/html	34150	Search Results		2	46	2			00:07.454	utf-8		
https://www.philadelphiafed.org/search-results?searchtype=community%20development	200	ok	text/html	33200	Search Results		2	46	1			00:02.910	utf-8		
https://www.philadelphiafed.org/search-results?searchtype=macroeconomics	200	ok	text/html	32475	Search Results		2	46	1			00:04.837	utf-8		
https://www.philadelphiafed.org/search-results?searchtype=consumer%20credit	200	ok	text/html	33750	Search Results		2	46	1			00:05.268	utf-8		
https://www.philadelphiafed.org/search-results?searchtype=inclusive%20growth	200	ok	text/html	25538	Search Results		2	46	1			00:05.477	utf-8		
